path,title,type,doc_type,status,tags,related_docs,updated
Docs/GDD/01_Core/게임_컨셉.md,게임 컨셉,core,범용,active,컨셉;장르;타겟유저;방치형;디펜스;하이브리드캐주얼;코어경험,project_vision.md,2025.01
Docs/GDD/01_Core/게임설계_방향성.md,TCA 게임 설계 방향성 v1.0,core,아웃게임,active,설계방향;컨셉;LTV;BM설계;시즌운영;채널경쟁;성장요소,Docs/00_Plan/project_vision.md,2026.03
Docs/GDD/01_Core/무한_모드_컨셉_시공간의_균열.md,무한 모드 컨셉 - 시공간의 균열,core,인게임,superseded,무한모드;엔드게임;타임어택;유물;랭킹;덱스냅샷;시즌;경쟁,,2026.03
Docs/GDD/01_Core/스토리_설정.md,스토리 설정 V5,core,범용,active,스토리;세계관;카마존;캐릭터;SF;블랙코미디;시놉시스,,2026.03
Docs/GDD/01_Core/아웃게임_성장_리뉴얼_기획서.md,아웃게임 성장 리뉴얼 (골드성장),core,아웃게임,active,성장개편;전략선택;운통제;마스터리;경제;덱빌딩;룰브레이크,,2026.03
Docs/GDD/01_Core/아웃게임_성장_설계.md,아웃게임 성장 설계,core,아웃게임,superseded,성장축;장비;유닛;지휘관;골드성장;과금포지션,Docs/00_Plan/project_vision.md,M6 (2025 초)
Docs/GDD/01_Core/인게임_전체_설계서.md,행파냥 전체 규칙 및 시스템 당위성,core,인게임,active,코어루프;소환;머지;웨이브;택틱;경제;유물카지노;인게임설계,Docs/00_Plan/project_vision.md,2026.03
Docs/GDD/01_Core/전략성_강화_기획서.md,전략성 강화,core,유닛,active,전략성;태그시스템;속성;택틱;유닛조합;시너지;상태이상;계열,,2026.03
Docs/GDD/01_Core/지휘관_성장_경제효과_기획서.md,지휘관 성장 효과 (인게임 경제 시나리오),core,아웃게임,active,지휘관;성장효과;웨이브;경제시나리오;이자;투자;밸런스,,2026.03
Docs/GDD/01_Core/지휘관_인게임_경제_시나리오.md,지휘관 성장 효과 (인게임 경제 시나리오),core,유닛,active,지휘관;인게임경제;웨이브;이자;유닛소환;밸런스;성장격차,,2026.03
Docs/GDD/01_Core/초반_플레이_시퀀스.md,초반 플레이 시퀀스 설계,core,유닛,superseded,초반시퀀스;챕터1;챕터2;콘텐츠언락;소환튜토리얼,,M7 (2025 중)
Docs/GDD/02_System/광폭화_로직_개선.md,광폭화 로직 개선 요청,system,적,active,광폭화;스폰;게이지;버그;로직개선,,2026.03
Docs/GDD/02_System/달성_임무_조건_기획서.md,달성 임무 조건 추가,system,적,active,임무;달성조건;미션;프로필;언락;누적;초보자,,2026.03
Docs/GDD/02_System/덱_저장_시스템_기획서.md,덱 저장 시스템,system,적,active,덱저장;스냅샷;하드카피;소프트카피;모의전;스테이지보정,,2026.03
Docs/GDD/02_System/덱_평점_계산_공식.md,덱 평점 계산 공식,system,인게임,active,덱평점;유닛점수;택틱점수;유물점수;시너지점수;스테이지보정,,2026.03
Docs/GDD/02_System/드론_장비_시스템_기획서.md,폴리싱 - 장비개선(드론),system,유닛,active,드론;장비;배틀슈트;머지;합성;성장체감;역할군,,2026.03
Docs/GDD/02_System/랭킹_시스템_기획서.md,스테이지 랭킹,system,아웃게임,active,랭킹;주간랭킹;일간랭킹;경쟁;보상;채널;순위,,2026.03
Docs/GDD/02_System/로컬_푸시_기획서.md,로컬 푸쉬,system,아웃게임,active,푸시;알림;행동력;순찰보상;리텐션;로컬알림;접속유도,,2026.03
Docs/GDD/02_System/리롤_시스템_초안.md,리롤(새로고침) 시스템,system,인게임,superseded,리롤;새로고침;유닛리롤;택틱리롤;판매UX,,M7 (2025 중)
Docs/GDD/02_System/리롤풀보정_밴시스템.md,리롤 Pool 보정 (Ban 시스템),system,인게임,active,리롤;밴;택틱;유닛리롤;확률보정;수렴,,2026.03
Docs/GDD/02_System/박스데이터_순찰보상_타입.md,BoxData 순찰 보상 타입 추가,system,아웃게임,superseded,BoxData;BoxPoolData;순찰보상;상자타입,,M6 (2025 초)
Docs/GDD/02_System/배틀슈트_시스템_명세서.md,배틀슈트 시스템 명세서,system,유닛,active,배틀슈트;지휘관;레벨업;승급;조각;에너지쉘;성장시스템,,2026.03
Docs/GDD/02_System/밸런스_변경사항.md,TCA 밸런스 변경 사항,system,유닛,active,밸런스;등급성능;조합식;전설유닛;속성;티어,Docs/01_System/유닛_승급_강화_연출_기획서.md,2026.03
Docs/GDD/02_System/보상_기본_규칙.md,보상 기본 규칙,system,아웃게임,superseded,보상;골드;장비상자;경험치;순찰;웨이브,,M6 (2025 초)
Docs/GDD/02_System/부대_능력치_정보.md,부대 능력치 정보,system,범용,active,부대능력치;공격력;생존;유틸리티;스탯;버프,,2026.03
Docs/GDD/02_System/상태이상_강화.md,5대 속성 상태이상(디버프) 전/후 수치 비교 명세서,system,범용,active,상태이상;디버프;CC;약화;지속시간;밸런스개편,,2026.03
Docs/GDD/02_System/성장_밸런스_기획서.md,성장 밸런스 리포트,system,아웃게임,active,밸런스;전투력산출;합연산;배율;성장구간;롱런설계;CP,,2026.03
Docs/GDD/02_System/소환_확률_고정.md,아웃게임 소환 확률 고정,system,유닛,superseded,소환;확률고정;ShopDrawData;초반플레이,,M7 (2025 중)
Docs/GDD/02_System/스테이지_보상_개발요청.md,스테이지 보상 개발 요청,system,적,active,스테이지보상;웨이브진행도;골드;장비상자;첫클리어,,2025
Docs/GDD/02_System/스페셜_스폰_패턴_기획서.md,스페셜 스폰 패턴,system,적,active,스폰;패턴;프리팹;웨이브;몬스터;좌표;스킬부여,,2026.03
Docs/GDD/02_System/시너지_개편_기획서.md,시너지 개편,system,유닛,active,시너지;속성배치;인접배치;속성조합;전설유닛;포인트;배치전략,,2026.03
Docs/GDD/02_System/아웃게임_도감_기획서.md,아웃게임 도감,system,아웃게임,active,도감;몬스터도감;택틱도감;덱도감;수집;보상;경험치,,2026.03
Docs/GDD/02_System/아웃게임_도감_초안.md,아웃게임 도감 시스템 (초안),system,아웃게임,superseded,도감;수집;몬스터;택틱;수집보상,,M6 (2025 초)
Docs/GDD/02_System/아웃게임_성장요소_정리_기획서.md,전략성 강화 아웃게임 성장 요소 정리,system,유닛,active,장비;유닛강화;지휘관;택틱;메인UI;성장요소;슬롯정리,Docs/01_System/유닛_승급_강화_연출_기획서.md,2026.03
Docs/GDD/02_System/아웃게임_유닛_관리.md,아웃게임 유닛 관리,system,유닛,superseded,유닛;강화레벨;스킬해금;보유효과;성장,Docs/01_System/유닛_승급_강화_연출_기획서.md,M6 (2025 초)
Docs/GDD/02_System/유닛_리롤_시스템_기획서.md,유닛 새로고침 시스템,system,유닛,active,리롤;새로고침;유닛판매;빌드;해금;UX;소환,,2026.03
Docs/GDD/02_System/유닛_재뽑기.md,유닛 재뽑기(리롤),system,유닛,superseded,재뽑기;리롤;유닛;등급;비용,,M6 (2025 초)
Docs/GDD/02_System/유닛_통합_레벨_기획서.md,폴리싱 - 신규 유닛 통합 레벨,system,유닛,active,통합레벨;보관등급;유닛육성;포인트;버프;저등급유닛;재화소모,Docs/01_System/유닛_승급_강화_연출_기획서.md,2026.03
Docs/GDD/02_System/유닛도감_총합레벨_시너지_기획서.md,유닛도감 (총합 레벨 시너지),system,유닛,active,유닛도감;총합레벨;시너지버프;공격력;체력;재화소모;자동적용,,2026.03
Docs/GDD/02_System/인게임_등급강화.md,인게임 스테이지 모드 등급 강화,system,유닛,superseded,등급강화;가스;이자율;택틱;피해증폭,,M6 (2025 초)
Docs/GDD/02_System/인게임_벤치유닛.md,인게임 벤치 유닛 시스템,system,유닛,superseded,벤치유닛;경험치;레벨업;인벤토리;유닛소환,,M6 (2025 초)
Docs/GDD/02_System/인게임_택틱_최종_기획서.md,인게임 택틱 최종,system,인게임,active,택틱;전략;공격속도;스킬카드;스페셜카드;밸런스;체감,,2026.03
Docs/GDD/02_System/인게임_택틱상점.md,인게임 택틱 상점,system,인게임,superseded,택틱상점;택틱구매;리롤;가스;아머리,,M6 (2025 초)
Docs/GDD/02_System/전설유닛_설계_논의_맥락.md,전설 유닛 설계 논의 맥락 종합 정리,system,유닛,active,전설유닛;10점전설;속성전환;덱전환;소환덱;기본루트;속성시너지;조합식,Docs/02_Unit/미스테리오_기획서.md;Docs/02_Unit/채굴맨_기획서.md;Docs/GDD/01_Core/전략성_강화_기획서.md;Docs/GDD/02_System/시너지_개편_기획서.md,2026-03-23
Docs/GDD/02_System/전투력_보정_기획서.md,전투력 보정,system,적,active,전투력;난이도;보정;몬스터;스테이지;가중치;밸런스,,2026.03
Docs/GDD/02_System/조각_시스템_인벤토리_기획서.md,조각시스템 & 인벤토리,system,아웃게임,active,조각;인벤토리;보상;재화분할;상자;아이템타입;교환,,2026.03
Docs/GDD/02_System/종합_전투력_계산.md,종합 전투력 계산 설계,system,인게임,superseded,전투력;종합공격력;종합생존력;치명타;밸런스수식,,M7 (2025 중)
Docs/GDD/02_System/지휘관_배틀슈트_기획서.md,지휘관 배틀 슈트 기획,system,아웃게임,active,배틀슈트;지휘관;승급;레벨업;과금유도;성장콘텐츠;재화,,2026.03
Docs/GDD/02_System/지휘관_부활_시스템.md,인게임 지휘관 부활 시스템,system,범용,superseded,지휘관부활;부활횟수;광고시청;BM연계,,M7 (2025 중)
Docs/GDD/02_System/채널링_운영정책_기획서.md,채널링,system,아웃게임,active,채널;서버운영;채널증설;정원;이벤트운영;유저관리;확장성,,2026.03
Docs/GDD/02_System/택틱_다중_효과_확장_기획서.md,택틱 시스템 확장(다중 효과),system,인게임,active,택틱;다중효과;데이터분리;스킬부여;확장성;스탯;효과연결,,2026.03
Docs/GDD/02_System/택틱_등급확률_동적제어.md,인게임 택틱 등급 확률 동적 제어,system,유닛,active,택틱;카드등급;확률보정;소환레벨;배치점수;동적확률,,2026.03
Docs/GDD/02_System/특별_성장_효과_추가_기획서.md,특별 성장 효과 추가,system,인게임,active,성장효과;이자상한;시너지보너스;스킬카드;스페셜택틱;스탯;인게임,,2026.03
Docs/GDD/03_Content/골드_던전_인게임_폴리싱.md,골드 던전 인게임 폴리싱,content,적,active,골드던전;인게임;황금돼지;폴리싱;몬스터;스폰,,2026.03
Docs/GDD/03_Content/던전_인게임_기획서.md,던전 인게임 초안,content,적,active,던전;골드던전;인게임;황금돼지;스폰;맵설계;몬스터,,2026.03
Docs/GDD/03_Content/던전_인게임_초안.md,던전 인게임 기획서 (M7),content,유닛,superseded,던전;골드던전;유닛던전;장비던전;지휘관던전,,M7 (2025 중)
Docs/GDD/03_Content/랜덤_플레이미션.md,신규 랜덤 플레이 미션 (전술 실험),content,범용,active,랜덤미션;전술실험;덱가이드;광고수익;반복플레이,,2026-03
Docs/GDD/03_Content/명예의_전당_선착순_랭킹_기획서.md,명예의 전당 - 선착순 랭킹,content,적,active,엔딩;명예의전당;랭킹;선착순;보스;스토리;챕터,,2026.03
Docs/GDD/03_Content/무한_모드_개발명세서.md,무한 모드 개발 명세서 (공허의 균열),content,범용,active,무한모드;개발명세;노드;리그;시즌랭킹;타임어택;서바이벌,,2026.03
Docs/GDD/03_Content/무한_모드_기획서.md,무한 모드 기획서 (공허의 균열),content,범용,active,무한모드;공허의균열;서바이벌;랭킹;시즌;거점점령;엔드콘텐츠,,2026.03
Docs/GDD/03_Content/보스레이드_컨셉.md,보스 레이드 — 균열의 심장 컨텐츠 기획 초안,content,적,active,보스레이드;균열의심장;DPS경쟁;주간랭킹;아웃게임성장;챌린저,Docs/01_System/보스모드_기획서.md,2026-03-06
Docs/GDD/03_Content/유닛_던전_방벽디펜스_폴리싱.md,유닛 던전 방벽 디펜스 폴리싱,content,유닛,active,유닛던전;방벽디펜스;폴리싱;전장구역;스폰;자폭병;멀티태스킹,,2026.03
Docs/GDD/03_Content/유닛_던전_속성선택_기획서.md,던전 콘텐츠 2종 리뉴얼,content,유닛,superseded,유닛던전;속성구슬;지휘관던전;보스;CRT;타일맵;리뉴얼,,2026.03
Docs/GDD/03_Content/유닛_던전_인게임_기획서.md,유닛 던전 인게임 기획서,content,유닛,superseded,유닛던전;방벽디펜스;몬스터;인게임;방어;스폰;자폭,,2026.03
Docs/GDD/03_Content/이벤트_고도화_재화경쟁_기획서.md,이벤트 고도화 / 재화 경쟁 이벤트,content,아웃게임,active,이벤트;계층구조;재화경쟁;매출;이벤트홈;참여유도;영구재화,,2026.03
Docs/GDD/03_Content/지휘관_던전_기획서.md,지휘관 던전,content,적,active,던전;지휘관;보스;패턴;기믹;오브젝트;단일타격,,2026.03
Docs/GDD/04_BM/광고_슬롯_자동획득_기획서.md,광고 슬롯 자석 (자동 획득),bm,인게임,active,광고;자동획득;자석;광고슬롯;멤버십;인게임광고;수익화,,2026.03
Docs/GDD/04_BM/광고_제거_상품.md,아웃게임 광고 제거 상품,bm,아웃게임,superseded,광고제거;멤버십;광고시청;보상분기,,M7 (2025 중)
Docs/GDD/04_BM/릴레이_패키지_기획서.md,BM 릴레이 패키지,bm,아웃게임,active,릴레이패키지;단계별구매;팝업상품;FOMO;트리거;과금,Docs/01_System/팝업_패키지_기획서.md,2026.03
Docs/GDD/04_BM/멤버십_상점.md,아웃게임 멤버십 상점,bm,아웃게임,superseded,멤버십;기간제상품;광고제거;스태미나;매일보상,,M7 (2025 중)
Docs/GDD/04_BM/미리보기_체험_스테이지_기획서.md,미리보기 체험 스테이지 기획서,bm,유닛,active,미리보기;체험스테이지;쇼케이스;패키지판매;구매전환;전설유닛,,2026.03
Docs/GDD/04_BM/성장_BM_기획서.md,성장 BM 기획서,bm,아웃게임,active,BM설계;전투력공식;골드경제;과금구조;성장축;강화복;수익화,,2026.03
Docs/GDD/04_BM/시즌패스.md,아웃게임 시즌패스,bm,아웃게임,superseded,시즌패스;레벨보상;과금보상;스태미나,Docs/01_System/가챠패스_기획서.md,M7 (2025 중)
Docs/GDD/04_BM/인게임_배속_시스템_기획서.md,인게임 배속 시스템,bm,아웃게임,active,배속;컴포트패키지;과금;인게임;HUD;토글;편의기능,,2026.03
Docs/GDD/05_UX/공허의균열_하단탭_UX개선.md,공허의 균열 하단 탭 UX 개선 제안,ux,범용,active,공허의균열;하단탭;UX개선;랭킹;네비게이션;탭구조,,2026-03
Docs/GDD/05_UX/성장_가이드_시스템_기획서.md,던전 실패 시 성장 가이드 시스템,ux,아웃게임,active,성장가이드;던전실패;병목진단;덱분석;가이드분기;유저안내,,2026.03
Docs/GDD/05_UX/소환_메뉴_분리.md,소환 메뉴 분리,ux,유닛,superseded,소환;메뉴분리;유닛소환;장비소환;UI구조,,M6 (2025 초)
Docs/GDD/05_UX/스테이지_결과창.md,스테이지 결과 창,ux,아웃게임,superseded,결과창;승리;패배;최고기록;획득보상,,M6 (2025 초)
Docs/GDD/05_UX/시간의균열_최고기록_UI개선.md,시간의 균열 최고 기록 표시 UI 개선 제안,ux,범용,active,시간의균열;최고기록;UI개선;타이틀;인라인표시,,2026-03
Docs/GDD/05_UX/시스템_메시지_규격.md,시스템 메시지 규격,ux,범용,superseded,시스템메시지;토스트;컨텐츠언락;재화부족;UI,,M6 (2025 초)
Docs/GDD/05_UX/아웃게임_메뉴_레이아웃_기획서.md,아웃게임 메뉴,ux,범용,active,메뉴;햄버거메뉴;아이콘배치;UI레이아웃;바로가기;UX,,2026.03
Docs/GDD/05_UX/아웃게임_옵션_설정.md,아웃게임 옵션 설정,ux,범용,superseded,옵션;프레임;그래픽;BGM;사운드;설정,,M6 (2025 초)
Docs/GDD/05_UX/일시정지_이어하기.md,인게임 일시정지 및 이어하기,ux,인게임,superseded,일시정지;이어하기;팝업;택틱목록;앱종료,,M6 (2025 초)
Docs/GDD/05_UX/전투_시작_연출.md,인게임 전투 시작 연출,ux,인게임,superseded,시작연출;비행선;지휘관드롭;택틱연출;트랜지션,,M7 (2025 중)
Docs/GDD/05_UX/콘텐츠_언락_연출.md,아웃게임 콘텐츠 언락 연출,ux,범용,superseded,콘텐츠언락;연출;시퀀스;팝업;로비복귀,,M7 (2025 중)
Docs/GDD/05_UX/툴팁_표시_정의.md,툴팁 표시 정보 정의,ux,유닛,superseded,툴팁;인게임;아웃게임;유닛툴팁;스킬툴팁;UI,,M6 (2025 초)
Docs/GDD/05_UX/폴리싱_결과창_MVP유닛_기획서.md,폴리싱 결과창 개선 (MVP유닛 & 신규광고),ux,유닛,active,결과창;MVP유닛;광고;폴리싱;보상;피해량;UX개선,,2026.03
Docs/GDD/05_UX/폴리싱_데미지_통계_배틀슈트_기획서.md,폴리싱 - 데미지 통계에 배틀슈트 추가,ux,범용,active,폴리싱;통계;데미지;배틀슈트;지휘관;정렬;결과창,,2026.03
Docs/GDD/05_UX/폴리싱_도감_기획서.md,폴리싱 - 도감,ux,범용,active,도감;폴리싱;카테고리;일괄수령;정렬;UI개선;수집,,2026.03
Docs/GDD/05_UX/폴리싱_상태이상_폰트_표기_기획서.md,폴리싱 - 상태이상 폰트 표기 추가,ux,범용,active,상태이상;폰트;체력회복;데미지표기;WorldUI;힐;피격,,2026.03
Docs/GDD/05_UX/폴리싱_스킬카드_정보표기_기획서.md,폴리싱 - 스킬 카드 정보 표기,ux,인게임,active,스킬카드;유닛스킬;택틱;정보표기;인게임;아웃게임;UI,,2026.03
Docs/GDD/05_UX/폴리싱_인벤토리_기획서.md,폴리싱 - 인벤토리,ux,아웃게임,active,인벤토리;폴리싱;테스트;오류;순찰아이템;상자개봉;UI,,2026.03
Docs/GDD/05_UX/폴리싱_장비_자동장착_기획서.md,장비 자동 장착,ux,유닛,active,장비;자동장착;폴리싱;등급정렬;티어;강화레벨;UX,,2026.03
Docs/GDD/05_UX/폴리싱_프로필_기획서.md,폴리싱 - 프로필 시스템 기획,ux,범용,active,프로필;네임카드;커스터마이징;스티커;배경;랭킹,,M8 (2025 후)
Docs/GDD/05_UX/피해량_표시_UI개선.md,피해량 표시 UI 개선 제안,ux,유닛,active,피해량;UI;DPS표시;유닛비중;웨이브초기화;덱전략,,2026-03
Docs/GDD/06_Feedback/2월_빌드_피드백_개선방향.md,2월 빌드 피드백에 대한 개선 방향,feedback,유닛,active,피드백개선;규칙이해;랜덤제어;머지연속성;전설가치;플레이미션;덱평점,,2026-03-05
Docs/GDD/06_Feedback/2월빌드_이후_작업리스트.md,2월 13일 빌드 이후 작업 리스트,feedback,유닛,superseded,작업리스트;마감일정;아웃게임;인게임피드백;명예의전당;유닛도감,,2026-02
Docs/GDD/06_Feedback/GM툴_공허의균열_요청서.md,GM툴 기능 추가 요청서 — 공허의 균열,feedback,범용,active,GM툴;운영툴;공허의균열;QA;CS대응;티어변경,,2026-03
Docs/GDD/06_Feedback/M6_개발_체크리스트.md,M6 개발 체크리스트,feedback,유닛,superseded,체크리스트;버그수정;완료항목;장비승급;레드닷,,M6 (2025 초)
Docs/GDD/06_Feedback/M7_인게임_작업리스트.md,인게임 작업 방향성 및 To Do 리스트,feedback,적,superseded,작업리스트;밸런스;웨이브;전투템포,,M7 (2025 중)
Docs/GDD/06_Feedback/V0012_빌드_작업내역.md,V.0.0.12 빌드 작업 내역,feedback,인게임,active,빌드내역;카메라;지휘관;미네랄;스마트밴;리롤,Docs/01_System/유닛_승급_강화_연출_기획서.md,2026-03-17
Docs/GDD/06_Feedback/알파빌드_외부_피드백.md,알파빌드 외부 피드백 (찬중),feedback,유닛,active,알파빌드;외부피드백;충돌데미지;머지성능저하;UI흐름단절,,M7 (2025 중)
Docs/GDD/06_Feedback/외부_피드백_종합.md,미니크래프트 럭키배틀 피드백 종합 정리,feedback,범용,active,외부피드백;설문결과;참신함;완성도;시장경쟁력;전략성,,M8 (2025 후)
Docs/GDD/06_Feedback/인게임_폴리싱_작업리스트.md,인게임 폴리싱 필요 시스템 리스트,feedback,유닛,superseded,폴리싱;어택박스;소환수;패시브;택틱풀;작업리스트,,M8 (2025 후)
Docs/GDD/06_Feedback/전투_템포_개선_피드백.md,전투 밸런스 및 메커니즘 재검토 요청,feedback,적,active,전투템포;밸런스;광폭화;DPS체크;타임어택;공속;상태이상;넉백,Docs/01_System/유닛_승급_강화_연출_기획서.md,2026-03
